date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:15:44	265/265	---MC-	200	added ('OK')	text/plain	date:Wed,%2020%20Aug%202025%2015:15:43%20GMT	https://sahajshekha.com/robots.txt		(from )
21:15:45	266891/266891	---M-Z	200	added ('OK')	text/html	date:Wed,%2020%20Aug%202025%2015:15:44%20GMT	https://sahajshekha.com/	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/index.html	(from )
21:15:45	1725/1725	---MC-	200	added ('OK')	application/json	date:Wed,%2020%20Aug%202025%2015:15:45%20GMT	https://sahajshekha.com/superpwa-manifest.json	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/superpwa-manifest.json	(from https://sahajshekha.com/)
21:15:46	2426/2426	---M--	200	added ('OK')	text/css	date:Sat,%2008%20Feb%202025%2012:58:19%20GMT	https://sahajshekha.com/wp-content/plugins/tutor-pro/assets/lib/codesample/prism.css?ver=3.2.2	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/tutor-pro/assets/lib/codesample/prismee9a.css	(from https://sahajshekha.com/)
21:15:46	43154/43154	---M--	200	added ('OK')	text/css	date:Sat,%2008%20Feb%202025%2012:36:43%20GMT	https://sahajshekha.com/wp-content/themes/astra/assets/css/minified/main.min.css?ver=4.8.11	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/themes/astra/assets/css/minified/main.mine0ed.css	(from https://sahajshekha.com/)
21:15:46	3937/3937	---M--	200	added ('OK')	text/css	date:Sat,%2008%20Feb%202025%2012:58:19%20GMT	https://sahajshekha.com/wp-content/plugins/tutor-pro/assets/css/front.css?ver=3.2.2	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/tutor-pro/assets/css/frontee9a.css	(from https://sahajshekha.com/)
21:15:46	15083/15083	---M--	200	added ('OK')	text/css	date:Sat,%2008%20Feb%202025%2012:55:49%20GMT	https://sahajshekha.com/wp-content/plugins/tutor/assets/css/tutor-icon.min.css?ver=3.2.2	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/tutor/assets/css/tutor-icon.minee9a.css	(from https://sahajshekha.com/)
21:15:48	414/414	---M--	200	added ('OK')	text/css	date:Sat,%2008%20Feb%202025%2012:55:49%20GMT	https://sahajshekha.com/wp-content/plugins/tutor/includes/theme-compatibility/astra/assets/css/style.css?ver=6.8.2	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/tutor/includes/theme-compatibility/astra/assets/css/style6c2d.css	(from https://sahajshekha.com/)
21:15:48	4770/4770	---M--	200	added ('OK')	text/css	date:Sat,%2008%20Feb%202025%2012:58:19%20GMT	https://sahajshekha.com/wp-content/plugins/tutor-pro/addons/course-bundle/assets/css/frontend.css?ver=3.2.2	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/tutor-pro/addons/course-bundle/assets/css/frontendee9a.css	(from https://sahajshekha.com/)
21:15:48	2094/2094	---M--	200	added ('OK')	text/css	date:Sat,%2008%20Feb%202025%2012:58:19%20GMT	https://sahajshekha.com/wp-content/plugins/tutor-pro/addons/course-bundle/assets/css/common.css?ver=3.2.2	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/tutor-pro/addons/course-bundle/assets/css/commonee9a.css	(from https://sahajshekha.com/)
21:15:48	1390/1390	---M--	200	added ('OK')	text/css	date:Sat,%2008%20Feb%202025%2012:58:19%20GMT	https://sahajshekha.com/wp-content/plugins/tutor-pro/addons/tutor-notifications/assets/css/permission.css?ver=3.1.0	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/tutor-pro/addons/tutor-notifications/assets/css/permission324d.css	(from https://sahajshekha.com/)
21:15:48	138372/138372	---M--	200	added ('OK')	text/css	date:Sat,%2008%20Feb%202025%2012:55:49%20GMT	https://sahajshekha.com/wp-content/plugins/tutor/assets/css/tutor-front.min.css?ver=3.2.2	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/tutor/assets/css/tutor-front.minee9a.css	(from https://sahajshekha.com/)
21:15:49	276989/276989	---M--	200	added ('OK')	text/css	date:Sat,%2008%20Feb%202025%2012:55:49%20GMT	https://sahajshekha.com/wp-content/plugins/tutor/assets/css/tutor.min.css?ver=3.2.2	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/tutor/assets/css/tutor.minee9a.css	(from https://sahajshekha.com/)
21:15:49	16313/16313	---M--	200	added ('OK')	text/css	date:Sat,%2008%20Feb%202025%2012:36:43%20GMT	https://sahajshekha.com/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-layout-grid.min.css?ver=4.8.11	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-layout-grid.mine0ed.css	(from https://sahajshekha.com/)
21:15:49	6005/6005	---M--	200	added ('OK')	text/css	date:Sat,%2008%20Feb%202025%2012:36:43%20GMT	https://sahajshekha.com/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-smallscreen-grid.min.css?ver=4.8.11	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-smallscreen-grid.mine0ed.css	(from https://sahajshekha.com/)
21:15:49	852/852	---M--	200	added ('OK')	text/css	date:Sat,%2008%20Feb%202025%2013:11:27%20GMT	https://sahajshekha.com/wp-content/plugins/bangladeshi-payment-gateways/assets/public/css/bdpg-public.css?ver=3.0.3	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/bangladeshi-payment-gateways/assets/public/css/bdpg-public19ce.css	(from https://sahajshekha.com/)
21:15:49	2279/2279	---M--	200	added ('OK')	text/css	date:Sat,%2008%20Feb%202025%2013:00:03%20GMT	https://sahajshekha.com/wp-content/plugins/woocommerce/assets/css/brands.css?ver=9.6.1	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/woocommerce/assets/css/brandsab9f.css	(from https://sahajshekha.com/)
21:15:50	254/254	---M--	200	added ('OK')	text/css	date:Sat,%2008%20Feb%202025%2012:44:08%20GMT	https://sahajshekha.com/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.27.3	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/elementor/assets/css/widget-image.mine689.css	(from https://sahajshekha.com/)
21:15:50	53269/53269	---M--	200	added ('OK')	text/css	date:Sat,%2008%20Feb%202025%2012:44:08%20GMT	https://sahajshekha.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.27.3	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/elementor/assets/css/frontend.mine689.css	(from https://sahajshekha.com/)
21:15:50	117526/117526	---M--	200	added ('OK')	text/css	date:Sat,%2008%20Feb%202025%2012:36:43%20GMT	https://sahajshekha.com/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-grid.min.css?ver=4.8.11	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/themes/astra/assets/css/minified/compatibility/woocommerce/woocommerce-grid.mine0ed.css	(from https://sahajshekha.com/)
21:15:50	600/600	---M--	200	added ('OK')	text/css	date:Sat,%2008%20Feb%202025%2012:44:08%20GMT	https://sahajshekha.com/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.27.3	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/elementor/assets/css/widget-heading.mine689.css	(from https://sahajshekha.com/)
21:15:50	10310/10310	---M--	200	added ('OK')	text/css	date:Sat,%2008%20Feb%202025%2012:44:08%20GMT	https://sahajshekha.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.27.3	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/elementor/assets/css/widget-icon-list.mine689.css	(from https://sahajshekha.com/)
21:15:51	5150/5150	---M--	200	added ('OK')	text/css	date:Sat,%2008%20Feb%202025%2012:44:08%20GMT	https://sahajshekha.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.27.3	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/elementor/assets/css/widget-social-icons.mine689.css	(from https://sahajshekha.com/)
21:15:51	7025/7025	---M--	200	added ('OK')	text/css	date:Sat,%2008%20Feb%202025%2012:44:08%20GMT	https://sahajshekha.com/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.min.css?ver=3.27.3	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.mine689.css	(from https://sahajshekha.com/)
21:15:51	26890/26890	---M--	200	added ('OK')	text/css	date:Sat,%2008%20Feb%202025%2012:58:56%20GMT	https://sahajshekha.com/wp-content/plugins/pro-elements/assets/css/widget-nav-menu.min.css?ver=3.27.3	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/pro-elements/assets/css/widget-nav-menu.mine689.css	(from https://sahajshekha.com/)
21:15:51	1275/1275	---M--	200	added ('OK')	text/css	date:Wed,%2020%20Aug%202025%2014:40:54%20GMT	https://sahajshekha.com/wp-content/uploads/elementor/css/post-7.css?ver=1755700854	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/uploads/elementor/css/post-7fe6e.css	(from https://sahajshekha.com/)
21:15:52	16471/16471	---M--	200	added ('OK')	text/css	date:Sat,%2008%20Feb%202025%2012:44:09%20GMT	https://sahajshekha.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://sahajshekha.com/)
21:15:52	5486/5486	---M--	200	added ('OK')	text/css	date:Sat,%2008%20Feb%202025%2012:44:08%20GMT	https://sahajshekha.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.27.3	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.mine689.css	(from https://sahajshekha.com/)
21:15:52	382/382	---M--	200	added ('OK')	text/css	date:Sat,%2008%20Feb%202025%2012:44:08%20GMT	https://sahajshekha.com/wp-content/plugins/elementor/assets/css/widget-image-carousel.min.css?ver=3.27.3	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/elementor/assets/css/widget-image-carousel.mine689.css	(from https://sahajshekha.com/)
21:15:52	4298/4298	---M--	200	added ('OK')	text/css	date:Sat,%2008%20Feb%202025%2012:44:08%20GMT	https://sahajshekha.com/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=3.27.3	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/elementor/assets/css/widget-divider.mine689.css	(from https://sahajshekha.com/)
21:15:53	49576/49576	---M--	200	added ('OK')	text/css	date:Wed,%2020%20Aug%202025%2014:41:04%20GMT	https://sahajshekha.com/wp-content/uploads/elementor/css/post-80.css?ver=1755700864	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/uploads/elementor/css/post-80fbe9.css	(from https://sahajshekha.com/)
21:15:53	34458/34458	---M--	200	added ('OK')	text/css	date:Wed,%2020%20Aug%202025%2014:40:54%20GMT	https://sahajshekha.com/wp-content/uploads/elementor/css/post-565.css?ver=1755700854	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/uploads/elementor/css/post-565fe6e.css	(from https://sahajshekha.com/)
21:15:53	1859/1859	---M--	200	added ('OK')	text/css	date:Sat,%2008%20Feb%202025%2012:56:48%20GMT	https://sahajshekha.com/wp-content/plugins/tutor-lms-elementor-addons/assets/css/slick.min.css?ver=3.0.1	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/tutor-lms-elementor-addons/assets/css/slick.min41fe.css	(from https://sahajshekha.com/)
21:15:53	31000/31000	---M--	200	added ('OK')	text/css	date:Sat,%2008%20Feb%202025%2012:56:48%20GMT	https://sahajshekha.com/wp-content/plugins/tutor-lms-elementor-addons/assets/css/font-awesome.min.css?ver=3.0.1	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/tutor-lms-elementor-addons/assets/css/font-awesome.min41fe.css	(from https://sahajshekha.com/)
21:15:53	2683/2683	---M--	200	added ('OK')	text/css	date:Sat,%2008%20Feb%202025%2012:56:48%20GMT	https://sahajshekha.com/wp-content/plugins/tutor-lms-elementor-addons/assets/css/slick-theme.css?ver=3.0.1	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/tutor-lms-elementor-addons/assets/css/slick-theme41fe.css	(from https://sahajshekha.com/)
21:15:54	21336/21336	---M--	200	added ('OK')	text/css	date:Sat,%2008%20Feb%202025%2012:56:48%20GMT	https://sahajshekha.com/wp-content/plugins/tutor-lms-elementor-addons/assets/css/tutor-elementor.min.css?ver=3.0.1	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/tutor-lms-elementor-addons/assets/css/tutor-elementor.min41fe.css	(from https://sahajshekha.com/)
21:15:54	13577/13577	---M--	200	added ('OK')	text/javascript	date:Fri,%2009%20Jun%202023%2009:19:24%20GMT	https://sahajshekha.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://sahajshekha.com/)
21:15:54	9636/9636	---M--	200	added ('OK')	text/javascript	date:Sat,%2008%20Feb%202025%2013:00:03%20GMT	https://sahajshekha.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.9.6.1	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.mindbbd.js	(from https://sahajshekha.com/)
21:15:55	4035/4035	---M--	200	added ('OK')	text/javascript	date:Sat,%2008%20Feb%202025%2013:00:03%20GMT	https://sahajshekha.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=9.6.1	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.minab9f.js	(from https://sahajshekha.com/)
21:15:55	87553/87553	---M--	200	added ('OK')	text/javascript	date:Mon,%2028%20Aug%202023%2020:44:24%20GMT	https://sahajshekha.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://sahajshekha.com/)
21:15:55	1720/1720	---M--	200	added ('OK')	text/javascript	date:Sat,%2008%20Feb%202025%2013:00:03%20GMT	https://sahajshekha.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.9.6.1	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min9da1.js	(from https://sahajshekha.com/)
21:15:55	3178/3178	---M--	200	added ('OK')	text/javascript	date:Sat,%2008%20Feb%202025%2013:00:03%20GMT	https://sahajshekha.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=9.6.1	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.minab9f.js	(from https://sahajshekha.com/)
21:15:55	347/347	---M--	200	added ('OK')	text/javascript	date:Sat,%2008%20Feb%202025%2013:11:27%20GMT	https://sahajshekha.com/wp-content/plugins/bangladeshi-payment-gateways/assets/public/js/bdpg-public.js?ver=3.0.3	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/bangladeshi-payment-gateways/assets/public/js/bdpg-public19ce.js	(from https://sahajshekha.com/)
21:15:56	6449/6449	---M--	200	added ('OK')	text/javascript	date:Sat,%2008%20Feb%202025%2012:56:48%20GMT	https://sahajshekha.com/wp-content/plugins/tutor-lms-elementor-addons/assets/js/tutor-elementor.js?ver=3.0.1	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/tutor-lms-elementor-addons/assets/js/tutor-elementor41fe.js	(from https://sahajshekha.com/)
21:15:56	49869/49869	---M--	200	added ('OK')	text/javascript	date:Sat,%2008%20Feb%202025%2012:56:48%20GMT	https://sahajshekha.com/wp-content/plugins/tutor-lms-elementor-addons/assets/js/slick.min.js?ver=3.0.1	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/tutor-lms-elementor-addons/assets/js/slick.min41fe.js	(from https://sahajshekha.com/)
21:15:57	80810/80810	---MC-	200	added ('OK')	application/json	date:Wed,%2020%20Aug%202025%2015:15:57%20GMT	https://sahajshekha.com/wp-json/wp/v2/pages/80	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-json/wp/v2/pages/80.json	(from https://sahajshekha.com/)
21:15:57	804/804	---MC-	200	added ('OK')	text/xml	date:Wed,%2020%20Aug%202025%2015:15:57%20GMT	https://sahajshekha.com/xmlrpc.php?rsd	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/xmlrpc0db0.php	(from https://sahajshekha.com/)
21:15:58	2005/2005	---MC-	200	added ('OK')	application/json	date:Wed,%2020%20Aug%202025%2015:15:58%20GMT	https://sahajshekha.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsahajshekha.com%2F	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-json/oembed/1.0/embed30fa.json	(from https://sahajshekha.com/)
21:15:59	2167/2167	---MC-	200	added ('OK')	text/xml	date:Wed,%2020%20Aug%202025%2015:15:59%20GMT	https://sahajshekha.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsahajshekha.com%2F&format=xml	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-json/oembed/1.0/embedf9e9	(from https://sahajshekha.com/)
21:16:00	2842/2842	---M--	200	added ('OK')	image/jpeg	date:Sat,%2008%20Feb%202025%2013:43:46%20GMT	https://sahajshekha.com/wp-content/uploads/2025/02/Sahaj_icon_512_15_kb-100x100.jpg	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/uploads/2025/02/Sahaj_icon_512_15_kb-100x100.jpg	(from https://sahajshekha.com/)
21:16:00	10774/10774	---M--	200	added ('OK')	image/jpeg	date:Sat,%2008%20Feb%202025%2013:43:46%20GMT	https://sahajshekha.com/wp-content/uploads/2025/02/Sahaj_icon_512_15_kb-300x300.jpg	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/uploads/2025/02/Sahaj_icon_512_15_kb-300x300.jpg	(from https://sahajshekha.com/)
21:16:01	146060/146060	---M--	200	added ('OK')	font/woff2	date:Sat,%2008%20Feb%202025%2013:00:03%20GMT	https://sahajshekha.com/wp-content/plugins/woocommerce/assets/fonts/cardo_normal_400.woff2	C:/Users/soura/OneDrive/Desktop/Sahaj-copy/sahaj-shekha-static/sahajshekha.com/wp-content/plugins/woocommerce/assets/fonts/cardo_normal_400.woff2	(from https://sahajshekha.com/)
